gamePk,date,venue,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_hits,away_hits,home_errors,away_errors,weather,temperature,attendance,duration_minutes
778563,2025-03-18,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,112,119,1,4,3,7,2,0,Dome,72,42365,158
778564,2025-03-19,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,112,119,3,6,8,7,0,0,Dome,72,42367,165
778557,2025-03-27,Yankee Stadium,New York Yankees,Milwaukee Brewers,147,158,4,2,7,7,0,1,Sunny,48,46208,188
778556,2025-03-27,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,141,110,2,12,4,14,0,0,Roof Closed,68,40734,169
778553,2025-03-27,Globe Life Field,Texas Rangers,Boston Red Sox,140,111,2,5,7,6,0,0,Roof Closed,74,37585,154
778555,2025-03-27,Nationals Park,Washington Nationals,Philadelphia Phillies,120,143,3,7,5,8,0,0,Sunny,57,41231,189
778558,2025-03-27,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,118,114,4,7,7,10,0,0,Partly Cloudy,76,39393,161
778559,2025-03-27,Daikin Park,Houston Astros,New York Mets,117,121,3,1,7,6,0,1,Roof Closed,73,42305,165
778561,2025-03-27,Great American Ball Park,Cincinnati Reds,San Francisco Giants,113,137,4,6,8,6,0,0,Partly Cloudy,61,43876,144
778545,2025-03-27,Petco Park,San Diego Padres,Atlanta Braves,135,144,7,4,10,7,1,0,Partly Cloudy,66,45568,185
778554,2025-03-27,Rate Field,Chicago White Sox,Los Angeles Angels,145,108,8,1,9,5,0,0,Cloudy,54,31403,141
778562,2025-03-27,loanDepot park,Miami Marlins,Pittsburgh Pirates,146,134,5,4,7,4,0,1,Sunny,76,31693,184
778551,2025-03-27,Busch Stadium,St. Louis Cardinals,Minnesota Twins,138,142,5,3,10,8,0,1,Cloudy,63,47395,161
778546,2025-03-27,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,119,116,5,4,7,9,0,0,Partly Cloudy,69,53595,152
778552,2025-03-27,Chase Field,Arizona Diamondbacks,Chicago Cubs,109,112,6,10,9,12,1,0,Clear,87,49070,179
778547,2025-03-27,T-Mobile Park,Seattle Mariners,Athletics,136,133,4,2,5,3,0,1,Roof Closed,55,42871,137
778560,2025-03-28,George M. Steinbrenner Field,Tampa Bay Rays,Colorado Rockies,139,115,3,2,7,7,1,1,Partly Cloudy,84,10046,139
778549,2025-03-28,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,141,110,8,2,14,3,1,2,Roof Closed,72,26289,181
778548,2025-03-28,loanDepot park,Miami Marlins,Pittsburgh Pirates,146,134,3,4,7,7,4,0,Partly Cloudy,77,9838,152
778550,2025-03-28,Globe Life Field,Texas Rangers,Boston Red Sox,140,111,4,1,8,8,0,0,Roof Closed,74,26762,147
778518,2025-03-28,Daikin Park,Houston Astros,New York Mets,117,121,1,3,3,5,1,0,Roof Closed,73,37004,164
778543,2025-03-28,Chase Field,Arizona Diamondbacks,Chicago Cubs,109,112,8,1,14,3,3,0,Partly Cloudy,80,37449,149
778541,2025-03-28,T-Mobile Park,Seattle Mariners,Athletics,136,133,0,7,5,12,0,0,Roof Closed,52,25061,159
778542,2025-03-28,Petco Park,San Diego Padres,Atlanta Braves,135,144,4,3,10,5,0,0,Partly Cloudy,59,41058,154
778544,2025-03-28,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,119,116,8,5,8,10,0,0,Cloudy,61,52029,172
778538,2025-03-29,Yankee Stadium,New York Yankees,Milwaukee Brewers,147,158,20,9,16,13,5,1,Partly Cloudy,78,46683,185
778534,2025-03-29,Rate Field,Chicago White Sox,Los Angeles Angels,145,108,0,1,2,8,0,0,Partly Cloudy,67,20602,139
778528,2025-03-29,Busch Stadium,St. Louis Cardinals,Minnesota Twins,138,142,5,1,10,3,1,0,Cloudy,68,30712,157
778536,2025-03-29,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,141,110,5,9,8,12,0,0,Roof Closed,68,27005,168
778535,2025-03-29,Nationals Park,Washington Nationals,Philadelphia Phillies,120,143,6,11,12,14,0,0,Overcast,81,38446,193
778529,2025-03-29,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,118,114,4,3,10,5,0,0,Partly Cloudy,77,22019,146
778540,2025-03-29,Great American Ball Park,Cincinnati Reds,San Francisco Giants,113,137,3,2,8,8,0,0,Partly Cloudy,76,40200,132
778537,2025-03-29,George M. Steinbrenner Field,Tampa Bay Rays,Colorado Rockies,139,115,1,2,12,6,0,0,Partly Cloudy,84,10046,154
778539,2025-03-29,loanDepot park,Miami Marlins,Pittsburgh Pirates,146,134,5,4,13,9,1,1,Roof Closed,72,10207,222
778531,2025-03-29,Globe Life Field,Texas Rangers,Boston Red Sox,140,111,4,3,8,7,0,1,Roof Closed,74,32251,168
778530,2025-03-29,Daikin Park,Houston Astros,New York Mets,117,121,2,1,5,1,0,0,Roof Closed,73,41742,151
778520,2025-03-29,Petco Park,San Diego Padres,Atlanta Braves,135,144,1,0,4,5,0,0,Partly Cloudy,62,40587,144
778532,2025-03-29,Chase Field,Arizona Diamondbacks,Chicago Cubs,109,112,3,4,9,8,2,1,Clear,79,36407,147
778533,2025-03-29,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,119,116,7,3,7,6,0,0,Partly Cloudy,63,51788,152
778521,2025-03-29,T-Mobile Park,Seattle Mariners,Athletics,136,133,2,4,5,9,1,2,Partly Cloudy,56,35264,174
778526,2025-03-30,Nationals Park,Washington Nationals,Philadelphia Phillies,120,143,5,1,9,8,1,0,Partly Cloudy,79,28075,153
778523,2025-03-30,Yankee Stadium,New York Yankees,Milwaukee Brewers,147,158,12,3,11,6,0,0,Partly Cloudy,44,41803,161
778525,2025-03-30,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,141,110,3,1,7,9,0,1,Roof Closed,68,21069,162
778522,2025-03-30,Great American Ball Park,Cincinnati Reds,San Francisco Giants,113,137,3,6,5,7,2,0,Cloudy,69,14089,143
778524,2025-03-30,George M. Steinbrenner Field,Tampa Bay Rays,Colorado Rockies,139,115,6,4,9,9,0,1,Partly Cloudy,80,10046,161
778519,2025-03-30,loanDepot park,Miami Marlins,Pittsburgh Pirates,146,134,3,2,7,5,1,1,Roof Closed,72,15490,150
778510,2025-03-30,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,118,114,2,6,5,11,0,1,Partly Cloudy,45,15414,187
778527,2025-03-30,Rate Field,Chicago White Sox,Los Angeles Angels,145,108,2,3,7,6,1,0,Partly Cloudy,76,19591,135
778517,2025-03-30,Busch Stadium,St. Louis Cardinals,Minnesota Twins,138,142,9,2,10,5,0,0,Partly Cloudy,74,26923,140
778516,2025-03-30,Globe Life Field,Texas Rangers,Boston Red Sox,140,111,3,2,6,5,1,0,Roof Closed,74,29137,133
778515,2025-03-30,Chase Field,Arizona Diamondbacks,Chicago Cubs,109,112,10,6,14,9,0,0,Sunny,79,39145,184
778513,2025-03-30,T-Mobile Park,Seattle Mariners,Athletics,136,133,2,1,5,4,1,0,Partly Cloudy,59,27696,123
778514,2025-03-30,Petco Park,San Diego Padres,Atlanta Braves,135,144,5,0,9,1,0,0,Partly Cloudy,63,41269,141
778506,2025-03-31,Rate Field,Chicago White Sox,Minnesota Twins,145,142,9,0,8,2,1,1,Cloudy,39,10423,148
778504,2025-03-31,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,1,11,6,14,1,0,Roof Closed,65,41922,175
778512,2025-03-31,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,8,5,15,8,1,2,Partly Cloudy,82,45002,163
778502,2025-03-31,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,6,1,11,6,0,0,Partly Cloudy,77,44595,159
778511,2025-03-31,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,14,3,14,5,0,2,Cloudy,44,10533,145
778509,2025-03-31,loanDepot park,Miami Marlins,New York Mets,146,121,4,10,9,11,0,0,Roof Closed,72,12953,167
778508,2025-03-31,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,6,1,10,4,0,0,Partly Cloudy,79,10046,145
778507,2025-03-31,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,5,2,10,5,0,0,Roof Closed,68,20137,161
778503,2025-03-31,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,4,5,11,4,0,0,Partly Cloudy,52,21206,176
778505,2025-03-31,Daikin Park,Houston Astros,San Francisco Giants,117,137,2,7,3,9,0,0,Roof Closed,73,28324,157
778499,2025-03-31,Petco Park,San Diego Padres,Cleveland Guardians,135,114,7,2,12,8,1,1,Cloudy,60,43404,155
778496,2025-03-31,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,6,9,8,18,0,1,Roof Closed,47,15306,178
778501,2025-03-31,Sutter Health Park,Athletics,Chicago Cubs,133,112,3,18,10,21,1,0,Partly Cloudy,52,12119,190
778500,2025-03-31,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,6,1,9,4,0,0,Partly Cloudy,59,50816,146
778498,2025-04-01,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,0,1,4,4,1,0,Partly Cloudy,55,14852,133
778497,2025-04-01,loanDepot park,Miami Marlins,New York Mets,146,121,4,2,3,5,0,2,Cloudy,81,13740,125
778493,2025-04-01,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,7,0,10,9,0,1,Clear,85,10046,162
778492,2025-04-01,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,5,7,5,5,0,1,Partly Cloudy,50,37482,173
778491,2025-04-01,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,5,3,12,6,0,1,Roof Closed,68,21845,157
778490,2025-04-01,Rate Field,Chicago White Sox,Minnesota Twins,145,142,3,8,9,10,0,0,Cloudy,42,12089,174
778488,2025-04-01,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,5,0,7,4,0,2,Roof Closed,63,18008,150
778495,2025-04-01,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,7,9,11,10,0,1,Cloudy,59,21306,186
778489,2025-04-01,Daikin Park,Houston Astros,San Francisco Giants,117,137,1,3,7,4,1,0,Roof Closed,73,30314,141
778485,2025-04-01,Petco Park,San Diego Padres,Cleveland Guardians,135,114,7,0,10,2,0,2,Partly Cloudy,61,37120,152
778486,2025-04-01,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,1,4,1,8,0,0,Roof Closed,53,17333,144
778494,2025-04-01,Sutter Health Park,Athletics,Chicago Cubs,133,112,4,7,8,9,1,0,Partly Cloudy,55,10095,140
778487,2025-04-01,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,3,1,5,3,1,1,Partly Cloudy,60,50182,151
778480,2025-04-02,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,0,1,3,3,0,1,Partly Cloudy,71,13322,133
778479,2025-04-02,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,2,4,4,8,0,1,Sunny,89,10046,157
778477,2025-04-02,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,3,2,8,4,0,0,Roof Closed,64,19112,190
778473,2025-04-02,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,12,5,12,6,0,1,Overcast,75,20309,168
778474,2025-04-02,Rate Field,Chicago White Sox,Minnesota Twins,145,142,1,6,6,8,1,1,Partly Cloudy,61,10193,137
778478,2025-04-02,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,4,2,10,5,0,1,Roof Closed,68,20104,147
778471,2025-04-02,Sutter Health Park,Athletics,Chicago Cubs,133,112,2,10,5,11,1,1,Sunny,57,9342,171
778476,2025-04-02,Petco Park,San Diego Padres,Cleveland Guardians,135,114,5,2,10,8,0,1,Partly Cloudy,60,35858,146
778469,2025-04-02,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,3,2,6,6,0,0,Roof Closed,50,15560,132
778475,2025-04-02,Daikin Park,Houston Astros,San Francisco Giants,117,137,3,6,7,6,1,0,Roof Closed,73,24114,154
778481,2025-04-02,loanDepot park,Miami Marlins,New York Mets,146,121,5,6,13,9,1,1,Partly Cloudy,84,10598,207
778483,2025-04-02,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,0,3,4,10,0,0,Overcast,57,18146,139
778482,2025-04-02,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,5,1,12,4,0,1,Cloudy,47,37550,152
778484,2025-04-02,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,3,4,6,3,0,0,Partly Cloudy,42,40558,154
778472,2025-04-02,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,6,5,9,8,3,1,Partly Cloudy,63,50281,164
778470,2025-04-03,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,4,8,8,11,0,0,Overcast,71,16656,162
778467,2025-04-03,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,3,1,11,8,1,1,Drizzle,71,34097,163
778462,2025-04-03,Target Field,Minnesota Twins,Houston Astros,142,117,2,5,5,9,0,1,Partly Cloudy,42,36783,151
778466,2025-04-03,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,9,7,12,8,0,0,Cloudy,71,43382,180
778468,2025-04-03,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,1,0,5,2,1,1,Roof Closed,61,20113,129
778458,2025-04-04,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,7,4,10,7,0,1,Sunny,50,44735,179
778463,2025-04-04,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,13,9,16,14,3,0,Sunny,67,36462,180
778460,2025-04-04,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,3,1,3,6,0,1,Cloudy,44,40244,158
778465,2025-04-04,Citi Field,New York Mets,Toronto Blue Jays,121,141,5,0,4,4,0,0,Cloudy,69,43945,158
778456,2025-04-04,Coors Field,Colorado Rockies,Athletics,115,133,3,6,11,11,1,0,Snow,37,48015,201
778461,2025-04-04,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,4,9,9,13,2,0,Cloudy,58,36893,198
778444,2025-04-04,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,10,9,17,15,1,1,Sunny,62,40865,243
778457,2025-04-04,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,4,6,8,11,1,0,Partly Cloudy,72,18974,154
778459,2025-04-04,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,3,2,5,5,0,1,Partly Cloudy,67,43024,149
778464,2025-04-04,Truist Park,Atlanta Braves,Miami Marlins,144,146,10,0,16,4,0,0,Cloudy,86,41583,140
778455,2025-04-04,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,8,2,11,6,1,1,Cloudy,47,14196,165
778454,2025-04-04,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,5,2,6,6,0,1,Roof Closed,74,24483,134
778453,2025-04-04,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,3,2,5,5,1,1,Roof Closed,66,23004,144
778447,2025-04-04,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,6,8,12,10,0,1,Clear,65,44749,194
778445,2025-04-05,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,7,2,10,8,0,0,Cloudy,46,26098,137
778440,2025-04-05,Target Field,Minnesota Twins,Houston Astros,142,117,6,1,6,9,0,2,Sunny,38,16082,163
778450,2025-04-05,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,7,1,11,8,0,2,Partly Cloudy,49,35391,167
778452,2025-04-05,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,4,3,6,5,1,0,Cloudy,73,25916,144
778448,2025-04-05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,1,3,4,7,0,0,Cloudy,55,44404,146
778449,2025-04-05,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,4,10,4,14,0,0,Overcast,70,30570,164
778441,2025-04-05,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,1,8,5,12,0,0,Partly Cloudy,45,14383,159
778438,2025-04-05,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,6,4,4,10,0,2,Roof Closed,74,29058,138
778446,2025-04-05,Citi Field,New York Mets,Toronto Blue Jays,121,141,3,2,8,10,0,0,Cloudy,45,37694,191
778439,2025-04-05,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,7,11,12,14,1,1,Roof Closed,68,32772,160
778451,2025-04-05,Truist Park,Atlanta Braves,Miami Marlins,144,146,0,4,7,10,1,0,Partly Cloudy,86,39732,151
778442,2025-04-05,Coors Field,Colorado Rockies,Athletics,115,133,4,7,9,11,1,0,Clear,41,27599,164
778436,2025-04-05,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,4,1,10,7,0,0,Clear,66,40886,147
778437,2025-04-05,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,10,4,12,7,1,0,Clear,75,41128,156
778443,2025-04-06,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,5,4,8,11,0,0,Overcast,47,31495,204
778429,2025-04-06,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,5,4,9,9,0,0,Overcast,59,14528,170
778443,2025-04-06,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,5,4,8,11,0,0,Overcast,47,31495,204
778432,2025-04-06,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,18,7,21,12,2,2,Partly Cloudy,53,28276,190
778434,2025-04-06,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,8,7,6,9,0,0,Cloudy,56,44098,176
778428,2025-04-06,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,5,4,7,8,1,0,Overcast,41,22898,201
778435,2025-04-06,Citi Field,New York Mets,Toronto Blue Jays,121,141,2,1,7,4,0,0,Cloudy,52,40132,152
778433,2025-04-06,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,4,3,7,4,1,0,Partly Cloudy,45,20981,157
778422,2025-04-06,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,4,1,12,4,1,1,Partly Cloudy,50,19098,137
778419,2025-04-06,Target Field,Minnesota Twins,Houston Astros,142,117,7,9,12,13,1,0,Sunny,52,14638,206
778421,2025-04-06,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,8,2,8,5,0,1,Roof Closed,67,25778,156
778430,2025-04-06,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,7,8,6,13,2,0,Sunny,44,33941,196
778420,2025-04-06,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,4,3,7,7,0,1,Roof Closed,74,25614,166
778423,2025-04-06,Coors Field,Colorado Rockies,Athletics,115,133,12,5,14,9,0,0,Partly Cloudy,52,26207,153
778427,2025-04-06,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,5,4,7,11,1,0,Partly Cloudy,60,41060,163
778425,2025-04-06,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,6,2,9,3,0,2,Sunny,81,41480,140
778431,2025-08-09,Truist Park,Atlanta Braves,Miami Marlins,144,146,7,1,7,5,1,1,Partly Cloudy,77,35664,144
778424,2025-04-07,Comerica Park,Detroit Tigers,New York Yankees,116,147,6,2,5,7,2,1,Cloudy,38,14132,144
778415,2025-04-07,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,134,138,8,4,10,9,1,1,Partly Cloudy,55,8250,151
778418,2025-04-07,Nationals Park,Washington Nationals,Los Angeles Dodgers,120,119,6,4,9,9,0,2,Cloudy,45,22546,154
778426,2025-04-07,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,2,6,5,13,2,1,Overcast,38,25788,174
778416,2025-04-07,Citi Field,New York Mets,Miami Marlins,121,146,2,0,9,7,0,0,Cloudy,42,28630,157
778411,2025-04-07,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,7,0,10,3,0,0,Cloudy,34,27017,133
778412,2025-04-07,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,4,2,9,7,0,0,Clear,52,12041,153
778413,2025-04-07,Chase Field,Arizona Diamondbacks,Baltimore Orioles,109,110,1,5,5,7,0,1,Partly Cloudy,82,20333,145
778405,2025-04-07,T-Mobile Park,Seattle Mariners,Houston Astros,136,117,4,3,4,2,2,0,Roof Closed,52,19383,148
778410,2025-04-07,Oracle Park,San Francisco Giants,Cincinnati Reds,137,113,0,2,4,5,0,0,Partly Cloudy,56,30138,129
778414,2025-04-07,Sutter Health Park,Athletics,San Diego Padres,133,135,4,5,10,9,0,1,Partly Cloudy,67,9502,139
778403,2025-04-08,Comerica Park,Detroit Tigers,New York Yankees,116,147,5,0,9,6,0,0,Sunny,34,14156,124
778402,2025-04-08,Progressive Field,Cleveland Guardians,Chicago White Sox,114,145,1,0,3,2,1,0,Partly Cloudy,35,33722,150
778407,2025-04-08,Citi Field,New York Mets,Miami Marlins,121,146,10,5,13,7,0,2,Partly Cloudy,43,28861,183
778408,2025-04-08,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,134,138,3,5,6,7,1,0,Partly Cloudy,38,8291,150
778409,2025-04-08,Nationals Park,Washington Nationals,Los Angeles Dodgers,120,119,8,2,11,8,1,0,Clear,46,24847,156
778404,2025-04-08,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,1,6,8,9,2,1,Partly Cloudy,35,25575,166
778417,2025-04-08,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Angels,139,108,3,4,9,6,0,1,Partly Cloudy,66,10046,181
778406,2025-04-08,Truist Park,Atlanta Braves,Philadelphia Phillies,144,143,7,5,11,9,0,0,Clear,60,33508,168
778401,2025-04-08,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,10,6,12,12,0,3,Clear,35,27694,163
778400,2025-04-08,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,2,1,3,7,0,3,Clear,58,13008,153
778394,2025-04-08,Coors Field,Colorado Rockies,Milwaukee Brewers,115,158,1,7,5,11,1,1,Cloudy,71,18657,156
778396,2025-04-08,Chase Field,Arizona Diamondbacks,Baltimore Orioles,109,110,4,3,5,4,2,1,Clear,85,23843,157
778398,2025-04-08,T-Mobile Park,Seattle Mariners,Houston Astros,136,117,1,2,5,8,1,0,Roof Closed,50,22409,214
778397,2025-04-08,Oracle Park,San Francisco Giants,Cincinnati Reds,137,113,0,1,4,8,0,1,Clear,59,30261,125
778395,2025-04-08,Sutter Health Park,Athletics,San Diego Padres,133,135,10,4,13,11,1,1,Clear,71,9018,157
778389,2025-04-09,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,134,138,2,1,5,7,0,1,Sunny,39,8430,203
778390,2025-04-09,Citi Field,New York Mets,Miami Marlins,121,146,0,5,2,10,1,0,Sunny,44,29232,151
778387,2025-04-09,Comerica Park,Detroit Tigers,New York Yankees,116,147,3,4,8,7,1,0,Cloudy,42,14616,168
778385,2025-04-09,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,2,6,4,11,0,0,Overcast,40,23590,136
778381,2025-04-09,Sutter Health Park,Athletics,San Diego Padres,133,135,1,2,2,12,0,0,Sunny,75,10553,145
778380,2025-04-09,Chase Field,Arizona Diamondbacks,Baltimore Orioles,109,110,9,0,14,4,0,0,Roof Closed,78,22411,157
778376,2025-04-09,Oracle Park,San Francisco Giants,Cincinnati Reds,137,113,8,6,12,6,1,1,Sunny,65,35186,161
778392,2025-04-09,Nationals Park,Washington Nationals,Los Angeles Dodgers,120,119,5,6,5,8,0,0,Sunny,52,21014,165
778383,2025-04-09,T-Mobile Park,Seattle Mariners,Houston Astros,136,117,7,6,7,10,2,0,Partly Cloudy,52,20556,193
778391,2025-04-09,Progressive Field,Cleveland Guardians,Chicago White Sox,114,145,3,2,3,8,1,0,Cloudy,44,12997,157
778386,2025-04-09,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,1,2,4,6,0,1,Clear,46,29441,151
778399,2025-04-09,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Angels,139,108,5,4,7,7,0,0,Clear,73,10046,139
778393,2025-04-09,Truist Park,Atlanta Braves,Philadelphia Phillies,144,143,3,4,10,9,0,0,Clear,67,35323,187
778388,2025-04-09,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,0,4,3,7,0,0,Partly Cloudy,74,13156,138
778379,2025-04-09,Coors Field,Colorado Rockies,Milwaukee Brewers,115,158,2,17,8,13,4,0,Clear,71,18867,186
778382,2025-04-10,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Angels,139,108,1,11,6,14,1,1,Partly Cloudy,75,10046,138
778378,2025-04-10,Progressive Field,Cleveland Guardians,Chicago White Sox,114,145,6,1,10,5,0,2,Cloudy,44,12663,147
778373,2025-04-10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,3,2,7,5,1,2,Sunny,67,14730,144
778371,2025-04-10,Coors Field,Colorado Rockies,Milwaukee Brewers,115,158,7,2,12,4,1,0,Sunny,64,18593,157
778377,2025-04-10,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,4,3,8,8,2,2,Cloudy,49,25128,191
778384,2025-04-10,Truist Park,Atlanta Braves,Philadelphia Phillies,144,143,4,2,9,7,0,0,Overcast,74,36630,173
778375,2025-04-11,Progressive Field,Cleveland Guardians,Kansas City Royals,114,118,7,0,11,5,0,3,Cloudy,42,15430,156
778374,2025-04-11,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,113,134,5,3,4,4,0,1,Cloudy,48,16375,138
778367,2025-04-11,George M. Steinbrenner Field,Tampa Bay Rays,Atlanta Braves,139,144,6,3,11,8,1,1,Clear,73,10046,137
778370,2025-04-11,Yankee Stadium,New York Yankees,San Francisco Giants,147,137,1,9,2,6,0,0,Rain,44,35286,153
778369,2025-04-11,loanDepot park,Miami Marlins,Washington Nationals,146,120,4,7,7,9,0,3,Clear,79,9094,168
778366,2025-04-11,Rate Field,Chicago White Sox,Boston Red Sox,145,111,11,1,12,7,1,5,Clear,48,13432,166
778368,2025-04-11,Daikin Park,Houston Astros,Los Angeles Angels,117,108,14,3,17,8,0,1,Roof Closed,73,34459,164
778363,2025-04-11,Target Field,Minnesota Twins,Detroit Tigers,142,116,6,7,12,10,2,0,Partly Cloudy,54,12900,201
778365,2025-04-11,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,138,143,2,0,9,3,1,1,Partly Cloudy,54,32309,137
778361,2025-04-11,Petco Park,San Diego Padres,Colorado Rockies,135,115,8,0,10,3,0,2,Partly Cloudy,70,44089,127
778360,2025-04-11,T-Mobile Park,Seattle Mariners,Texas Rangers,136,140,5,3,6,8,0,0,Partly Cloudy,52,28366,153
778364,2025-04-11,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,109,158,0,7,4,10,0,1,Roof Closed,76,32026,148
778358,2025-04-11,Sutter Health Park,Athletics,New York Mets,133,121,6,7,9,9,2,0,Partly Cloudy,73,9632,201
778356,2025-04-11,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,119,112,3,0,6,2,0,0,Clear,73,53933,143
778372,2025-07-29,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,110,141,16,4,19,11,1,0,Partly Cloudy,97,16194,179
778348,2025-04-12,Target Field,Minnesota Twins,Detroit Tigers,142,116,0,4,4,5,1,0,Cloudy,60,23391,145
778347,2025-04-12,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,138,143,1,4,9,8,0,1,Sunny,60,30791,143
778355,2025-04-12,Yankee Stadium,New York Yankees,San Francisco Giants,147,137,8,4,11,6,1,0,Drizzle,41,35455,192
